review_title,review_rating,review_date,review_body,user_contributions,review_short_date,review_year,review_month,review_title_length,review_length,overall_sentiment,tokens
stay,Excellent,2019-01-01,stay was nice however room was a bit pricey staff members were great and helpful the vallet was a great bonus as well as we all no parking outside in naples is rough overall i had a great experience which was the highlight of my new year ,1,January 2019,2019,January,1,47,positive,"['stay', 'nice', 'however', 'room', 'bit', 'pricey', 'staff', 'members', 'great', 'helpful', 'vallet', 'great', 'bonus', 'well', 'parking', 'outside', 'naples', 'rough', 'overall', 'great', 'experience', 'highlight', 'new', 'year']"
doesn t live up to the price,Average,2019-01-01,i ve stayed in some great hotels and at the price i was hoping this would be another it was not the room felt small for a junior suite largely poor use of space but you can just stick in a couple of seats and think that justifies the term the wifi was intermittent and the water pressure in the shower was disappointing none of these you may say are major issues which is true but at the price there shouldn t be any glitches breakfast meanwhile was laughably overpriced for a disappointing buffet with weak coffee it was 10 if you wanted cheese ,106,January 2019,2019,January,7,104,negative,"['stayed', 'great', 'hotels', 'price', 'hoping', 'would', 'another', 'room', 'felt', 'small', 'junior', 'suite', 'largely', 'poor', 'use', 'space', 'stick', 'couple', 'seats', 'think', 'justifies', 'term', 'wifi', 'intermittent', 'water', 'pressure', 'shower', 'disappointing', 'none', 'may', 'say', 'major', 'issues', 'true', 'price', 'glitches', 'breakfast', 'meanwhile', 'laughably', 'overpriced', 'disappointing', 'buffet', 'weak', 'coffee', 'wanted', 'cheese']"
fantastic hotel,Excellent,2018-11-01,fabulous hotel beautiful decor and staff couldn t have been nicer it s a pity it s in such a run down part of the city but saying that naples in its entirety is rundown if ever back in naples it s the only hotel to stay in ,6,November 2018,2018,November,2,48,positive,"['fabulous', 'hotel', 'beautiful', 'decor', 'staff', 'nicer', 'pity', 'run', 'part', 'city', 'saying', 'naples', 'entirety', 'rundown', 'ever', 'back', 'naples', 'hotel', 'stay']"
thanksgiving holiday in napoli at the romeo,Very Good,2018-11-01,my husband and i had a nice stay at the romeo it was the off season so the hotel was really quiet the highlight of the hotel was the staff everyone was such a pleasure to talk with and incredibly helpful the studio corner room had a beautiful view the shower and soaking tub were relaxing and we received sweet gifts from the hotel with the turn down service every night only complaint about the room was that the closet doors had a poor design that made opening and closing it a loud hassle and we wished we had more drawers for clothes the spa was serene and a nice place to warm up after chilly winter weather our biggest disappointment was that the pool and poolside bar were closed our entire visit it was one of the reasons we paid a premium to stay here so we were ,4,November 2018,2018,November,7,149,positive,"['husband', 'nice', 'stay', 'romeo', 'season', 'hotel', 'really', 'quiet', 'highlight', 'hotel', 'staff', 'everyone', 'pleasure', 'talk', 'incredibly', 'helpful', 'studio', 'corner', 'room', 'beautiful', 'view', 'shower', 'soaking', 'tub', 'relaxing', 'received', 'sweet', 'gifts', 'hotel', 'turn', 'service', 'every', 'night', 'complaint', 'room', 'closet', 'doors', 'poor', 'design', 'made', 'opening', 'closing', 'loud', 'hassle', 'wished', 'drawers', 'clothes', 'spa', 'serene', 'nice', 'place', 'warm', 'chilly', 'winter', 'weather', 'biggest', 'disappointment', 'pool', 'poolside', 'bar', 'closed', 'entire', 'visit', 'one', 'reasons', 'paid', 'premium', 'stay']"
amazing,Very Good,2017-12-01,it has been more than a year ago but i never written a review and they definitely deserve one the experience we had at this hotel was just amazing unfortunately it rained the day we got there and i believe the day we left but it was a short 3day stay but in the meantime we enjoyed the restaurant which had amazing wines and staff very nice city beautiful room i tell my girlfriend each time i think back that we most definitely should return once more to that great romeo hotel there was an issue with the bathroom that kept leaking which was annoying especially because the way they handled it at the time wasn t good but apparently all was forgotten also close by the city of pompeii ,55,December 2017,2017,December,1,130,positive,"['year', 'ago', 'never', 'written', 'review', 'definitely', 'deserve', 'one', 'experience', 'hotel', 'amazing', 'unfortunately', 'rained', 'day', 'got', 'believe', 'day', 'left', 'short', '3day', 'stay', 'meantime', 'enjoyed', 'restaurant', 'amazing', 'wines', 'staff', 'nice', 'city', 'beautiful', 'room', 'tell', 'girlfriend', 'time', 'think', 'back', 'definitely', 'return', 'great', 'romeo', 'hotel', 'issue', 'bathroom', 'kept', 'leaking', 'annoying', 'especially', 'way', 'handled', 'time', 'good', 'apparently', 'forgotten', 'also', 'close', 'city', 'pompeii']"
something special,Excellent,2018-11-01,we can t say anything but thank you for making our stay unforgettable the city of naples is really magical you have to live this city to understand what i mean the romeo hotel is all you deserve for your trip in naples an excellent reception full of young and smiling employers fantastic modern room with breathtaking view on the gulf and cruise ships but on the top i surely put the two restaurants especially with the breakfast service amazing food quality superb espresso coffee coffee addicted here on this i want to highlight the service really lovely thanks to mrs iolanda and mr francesco they are two waiters that every luxury hotels need to have on team see you on our next trip to naples ,1,November 2018,2018,November,2,126,positive,"['say', 'anything', 'thank', 'making', 'stay', 'unforgettable', 'city', 'naples', 'really', 'magical', 'live', 'city', 'understand', 'mean', 'romeo', 'hotel', 'deserve', 'trip', 'naples', 'excellent', 'reception', 'full', 'young', 'smiling', 'employers', 'fantastic', 'modern', 'room', 'breathtaking', 'view', 'gulf', 'cruise', 'ships', 'top', 'surely', 'put', 'two', 'restaurants', 'especially', 'breakfast', 'service', 'amazing', 'food', 'quality', 'superb', 'espresso', 'coffee', 'coffee', 'addicted', 'want', 'highlight', 'service', 'really', 'lovely', 'thanks', 'mrs', 'iolanda', 'francesco', 'two', 'waiters', 'every', 'luxury', 'hotels', 'need', 'team', 'see', 'next', 'trip', 'naples']"
excellent hotel in napli,Excellent,2018-10-01,starting from e mail correspondences i felt everything was organized and efficient all staffs from the bell and front to restaurant were nice and friendly the restaurant il comandante is must visit ,2,October 2018,2018,October,4,32,positive,"['starting', 'mail', 'correspondences', 'felt', 'everything', 'organized', 'efficient', 'staffs', 'bell', 'front', 'restaurant', 'nice', 'friendly', 'restaurant', 'comandante', 'must', 'visit']"
a wonderful place to stay ,Excellent,2018-09-01,the hotel is clean and modern with a very friendly helpful and service oriented staff it provided a great location for exploring naples our room was great the breakfast provide everything one might desire ,20,September 2018,2018,September,5,34,positive,"['hotel', 'clean', 'modern', 'friendly', 'helpful', 'service', 'oriented', 'staff', 'provided', 'great', 'location', 'exploring', 'naples', 'room', 'great', 'breakfast', 'provide', 'everything', 'one', 'might', 'desire']"
wonderful hotel,Excellent,2018-10-01,the romeo naples is probably located in the best location in naples especially if your plans include taking a ferry to ischia or capri it s basically just across the street from the ferry terminal the rooms are perfectly appointed and very comfortable the lobby has some of the most interesting art pieces they have a pool table slot machine and a foosball table the rooftop pool is a perfect place to unwind after touring with amazing views of mount vesuvius and capri their michelin star restaurant il comandante was such a treat delicious food and impeccable service the front desk staff were very accommodating my group had an early morning flight and they prepared each and everyone of us a breakfast box to go since their restaurant wasn t open that early ,1,October 2018,2018,October,2,133,positive,"['romeo', 'naples', 'probably', 'located', 'best', 'location', 'naples', 'especially', 'plans', 'include', 'taking', 'ferry', 'ischia', 'capri', 'basically', 'across', 'street', 'ferry', 'terminal', 'rooms', 'perfectly', 'appointed', 'comfortable', 'lobby', 'interesting', 'art', 'pieces', 'pool', 'table', 'slot', 'machine', 'foosball', 'table', 'rooftop', 'pool', 'perfect', 'place', 'unwind', 'touring', 'amazing', 'views', 'mount', 'vesuvius', 'capri', 'michelin', 'star', 'restaurant', 'comandante', 'treat', 'delicious', 'food', 'impeccable', 'service', 'front', 'desk', 'staff', 'accommodating', 'group', 'early', 'morning', 'flight', 'prepared', 'everyone', 'breakfast', 'box', 'since', 'restaurant', 'open', 'early']"
honeymoon stay,Very Good,2018-07-01,stayed here in july for 2 nights on our trip of italy for our honeymoon modern hotel in a good location to have a look round naples staff were friendly we only visited the the restaurant for one drink as we found it to be overpriced and waited to long for a drink when there was only one other couple in the restaurant room was lovely modern and spacious and clean it was my husbands birthday while at the hotel and they gave him a birthday card and cake for when we returned to the room which was a lovely touch ,124,July 2018,2018,July,2,101,positive,"['stayed', 'july', 'nights', 'trip', 'italy', 'honeymoon', 'modern', 'hotel', 'good', 'location', 'look', 'round', 'naples', 'staff', 'friendly', 'visited', 'restaurant', 'one', 'drink', 'found', 'overpriced', 'waited', 'long', 'drink', 'one', 'couple', 'restaurant', 'room', 'lovely', 'modern', 'spacious', 'clean', 'husbands', 'birthday', 'hotel', 'gave', 'birthday', 'card', 'cake', 'returned', 'room', 'lovely', 'touch']"
long weekend break,Very Good,2018-10-01,lovely hotel attentive and helpful staff downstairs barman serves a fantastic cosmopolitan we had breakfast once a bit pricey for what you get if i m honest so we had breakfast out for the rest of our stay we had two evening meals which were both very good nice surprise birthday cake in our room which was a nice touch give the lady that cleans the rooms a big fat bonus this year she was excellent ,2,October 2018,2018,October,3,76,positive,"['lovely', 'hotel', 'attentive', 'helpful', 'staff', 'downstairs', 'barman', 'serves', 'fantastic', 'cosmopolitan', 'breakfast', 'bit', 'pricey', 'get', 'honest', 'breakfast', 'rest', 'stay', 'two', 'evening', 'meals', 'good', 'nice', 'surprise', 'birthday', 'cake', 'room', 'nice', 'touch', 'give', 'lady', 'cleans', 'rooms', 'big', 'fat', 'bonus', 'year', 'excellent']"
cheap interiour nice spa,Very Good,2018-10-01,the walls in the room were all out of plastic and not nice material the spa was nice and good service the pool on the rood is cool but it needs to be repaired a bit selection of drinks was good and the service on the roof too we would appreciate a shuttle service to the airport ,1,October 2018,2018,October,4,57,positive,"['walls', 'room', 'plastic', 'nice', 'material', 'spa', 'nice', 'good', 'service', 'pool', 'rood', 'cool', 'needs', 'repaired', 'bit', 'selection', 'drinks', 'good', 'service', 'roof', 'would', 'appreciate', 'shuttle', 'service', 'airport']"
a great spot,Excellent,2018-10-01,we had a comfortable refuge in a busy city great location close to the heart of the town with a wonderful view of the port of naples mt vesuvius and the bay from the rooftop bar rooms were quite large as were the bathrooms modern yet inviting lovely staff particularly good service after our checkout as we were allowed to utilize the hotel facilities in the afternoon and later into the evening before our late train overall we had a great stay and would go back again ,3,October 2018,2018,October,3,87,positive,"['comfortable', 'refuge', 'busy', 'city', 'great', 'location', 'close', 'heart', 'town', 'wonderful', 'view', 'port', 'naples', 'vesuvius', 'bay', 'rooftop', 'bar', 'rooms', 'quite', 'large', 'bathrooms', 'modern', 'yet', 'inviting', 'lovely', 'staff', 'particularly', 'good', 'service', 'checkout', 'allowed', 'utilize', 'hotel', 'facilities', 'afternoon', 'later', 'evening', 'late', 'train', 'overall', 'great', 'stay', 'would', 'back']"
just not quite there for a hotel in this price category ,Average,2018-10-01,this hotel was chosen for its location which was good close enough to the tourist sites to walk there without the need for a taxi the room was very spacious and for the most part comfortable the waiters at lunch were very friendly and the food was good however there were things that left me disappointed as a guest light switches too complicated sockets underneath bedside table and this is a brand new hotel who wants to have to crouch down underneath to try to charge a phone shower did not work properly and shower cubicle was not sealed properly and so it leaked into wc cubicle next door enormous pillows that were just not comfortable super expensive breakfast all in all it was just not quite there for a hotel in this price category ,4,October 2018,2018,October,11,135,positive,"['hotel', 'chosen', 'location', 'good', 'close', 'enough', 'tourist', 'sites', 'walk', 'without', 'need', 'taxi', 'room', 'spacious', 'part', 'comfortable', 'waiters', 'lunch', 'friendly', 'food', 'good', 'however', 'things', 'left', 'disappointed', 'guest', 'light', 'switches', 'complicated', 'sockets', 'underneath', 'bedside', 'table', 'brand', 'new', 'hotel', 'wants', 'crouch', 'underneath', 'try', 'charge', 'phone', 'shower', 'work', 'properly', 'shower', 'cubicle', 'sealed', 'properly', 'leaked', 'cubicle', 'next', 'door', 'enormous', 'pillows', 'comfortable', 'super', 'expensive', 'breakfast', 'quite', 'hotel', 'price', 'category']"
a great choice in naples,Excellent,2018-10-01,the hotel is a great starting point for getting to know naples and the attractive region capri pompeij ercolano ravello sorrento amalfi etc especially the rooftop bar and the restaurant are a welcomed places to relax the staff of the hotel is excellent helpful and very polite you feel at home we will be back ,4,October 2018,2018,October,5,55,positive,"['hotel', 'great', 'starting', 'point', 'getting', 'know', 'naples', 'attractive', 'region', 'capri', 'pompeij', 'ercolano', 'ravello', 'sorrento', 'amalfi', 'etc', 'especially', 'rooftop', 'bar', 'restaurant', 'welcomed', 'places', 'relax', 'staff', 'hotel', 'excellent', 'helpful', 'polite', 'feel', 'home', 'back']"
design hotel hmmm poor execution,Poor,2018-10-01,very disappointing choice definitely will find another place in the city next time apparently a design hotel but the aesthetics did not resonate with me decor trying too hard eclectic random stuff thrown together expensive room and yet nothing quite worked over priced certainly location not great either in theory overlooks the bay but actually looks down at the lorries waiting to load in the harbour the cruise ships and the car parks not much nearby not good execution inside either simple order of lunch on rooftop took too long despite restaurant being almost empty woke around 5 30 am because of a hotel power cut that turned off the air conditioning and turned on the emergency lights in the bedroom so impossible to get back to sleep electrics all ,9,October 2018,2018,October,5,130,negative,"['disappointing', 'choice', 'definitely', 'find', 'another', 'place', 'city', 'next', 'time', 'apparently', 'design', 'hotel', 'aesthetics', 'resonate', 'decor', 'trying', 'hard', 'eclectic', 'random', 'stuff', 'thrown', 'together', 'expensive', 'room', 'yet', 'nothing', 'quite', 'worked', 'priced', 'certainly', 'location', 'great', 'either', 'theory', 'overlooks', 'bay', 'actually', 'looks', 'lorries', 'waiting', 'load', 'harbour', 'cruise', 'ships', 'car', 'parks', 'much', 'nearby', 'good', 'execution', 'inside', 'either', 'simple', 'order', 'lunch', 'rooftop', 'took', 'long', 'despite', 'restaurant', 'almost', 'empty', 'woke', 'around', 'hotel', 'power', 'cut', 'turned', 'air', 'conditioning', 'turned', 'emergency', 'lights', 'bedroom', 'impossible', 'get', 'back', 'sleep', 'electrics']"
a very enjoyable stay and great food ,Excellent,2018-09-01,we were very pleased to have chosen the romeo hotel for our 5 night stay in naples it is very well located opposite the port where most forms of transport can be found the hotel is not a cheap option but we took advantage of the hotel s offer of 5 nights for the price of four and felt it was well worth the money we chose a deluxe room at the back of the hotel with views of the charterhouse and we had no street noise and no noise from other rooms the decor is modern and clean the beds comfortable and the shower good the hotel offers a change of towels twice a day and dispenses free water every evening as well as a gift of chocolates on arrival the staff are friendly and helpful then there is the food first breakfast this was included in our room rate and is served in ,619,September 2018,2018,September,7,155,positive,"['pleased', 'chosen', 'romeo', 'hotel', 'night', 'stay', 'naples', 'well', 'located', 'opposite', 'port', 'forms', 'transport', 'found', 'hotel', 'cheap', 'option', 'took', 'advantage', 'hotel', 'offer', 'nights', 'price', 'four', 'felt', 'well', 'worth', 'money', 'chose', 'deluxe', 'room', 'back', 'hotel', 'views', 'charterhouse', 'street', 'noise', 'noise', 'rooms', 'decor', 'modern', 'clean', 'beds', 'comfortable', 'shower', 'good', 'hotel', 'offers', 'change', 'towels', 'twice', 'day', 'dispenses', 'free', 'water', 'every', 'evening', 'well', 'gift', 'chocolates', 'arrival', 'staff', 'friendly', 'helpful', 'food', 'first', 'breakfast', 'included', 'room', 'rate', 'served']"
5 star facilities 3 star service,Very Good,2018-10-01,while the facilities are stunning the service was very average 5 star hotels are supposed to have 24 your room service but when calling for room service at 12 30 they hung up on us twice and then the third time explained they were out of food and no food was available many of the staff had trouble communicating in english they also served me a pomegranate smoothie from a carton i expect a 5 star hotel to make a fresh smoothie but i must say the spa facilities are truly amazing ,77,October 2018,2018,October,6,92,positive,"['facilities', 'stunning', 'service', 'average', 'star', 'hotels', 'supposed', 'room', 'service', 'calling', 'room', 'service', 'hung', 'twice', 'third', 'time', 'explained', 'food', 'food', 'available', 'many', 'staff', 'trouble', 'communicating', 'english', 'also', 'served', 'pomegranate', 'smoothie', 'carton', 'expect', 'star', 'hotel', 'make', 'fresh', 'smoothie', 'must', 'say', 'spa', 'facilities', 'truly', 'amazing']"
wellsness room receives 5 star review,Excellent,2018-09-01,the wellness room is well worth it the wellness room bathroom spa is larger than the bedroom it includes a huge tub blue light room shower pulley system for some exercising and a large yoga ball the staff is fluent in english bars on the 1st and 9th floora michelin star restaurant on the 10th and a wine list that is beyond belief while you dine you view vt vesuviusa few blocks away is gran gusto 2nd floor wine shop is one of the best in italy,3,September 2018,2018,September,6,87,positive,"['wellness', 'room', 'well', 'worth', 'wellness', 'room', 'bathroom', 'spa', 'larger', 'bedroom', 'includes', 'huge', 'tub', 'blue', 'light', 'room', 'shower', 'pulley', 'system', 'exercising', 'large', 'yoga', 'ball', 'staff', 'fluent', 'english', 'bars', '1st', '9th', 'floora', 'michelin', 'star', 'restaurant', '10th', 'wine', 'list', 'beyond', 'belief', 'dine', 'view', 'vesuviusa', 'blocks', 'away', 'gran', 'gusto', '2nd', 'floor', 'wine', 'shop', 'one', 'best', 'italy']"
excellent hotel,Excellent,2018-09-01,we had a wonderful experience the staff was so helpful and accommodating although it is on a busy street it is close to wonderful restaurants and local shopping right by the water which i m is great would absolutely stay here again ,2,September 2018,2018,September,2,42,positive,"['wonderful', 'experience', 'staff', 'helpful', 'accommodating', 'although', 'busy', 'street', 'close', 'wonderful', 'restaurants', 'local', 'shopping', 'right', 'water', 'great', 'would', 'absolutely', 'stay']"
pretty decor,Excellent,2018-09-01,enjoyed the proximity to the ferry to and from capri within walking distance of port the hotel was clean and had beautiful decor wish i could have eaten in the restaurant on the 10th floor wonderful breakfast and the views were terrific fronm the pool ,2,September 2018,2018,September,2,45,positive,"['enjoyed', 'proximity', 'ferry', 'capri', 'within', 'walking', 'distance', 'port', 'hotel', 'clean', 'beautiful', 'decor', 'wish', 'could', 'eaten', 'restaurant', '10th', 'floor', 'wonderful', 'breakfast', 'views', 'terrific', 'fronm', 'pool']"
excellent naples hotel,Excellent,2018-09-01,a first class hotel with excellent service the room we stayed in was very clean and and of a high standard offering great amenities the restaurant was of a high standard and the staff were excellent and couldn t be more helpful my wife and i had a great visit and felt safe and secure in a beautiful modern hotel ,2,September 2018,2018,September,3,60,positive,"['first', 'class', 'hotel', 'excellent', 'service', 'room', 'stayed', 'clean', 'high', 'standard', 'offering', 'great', 'amenities', 'restaurant', 'high', 'standard', 'staff', 'excellent', 'helpful', 'wife', 'great', 'visit', 'felt', 'safe', 'secure', 'beautiful', 'modern', 'hotel']"
pleasant stay in naples,Very Good,2018-09-01,the romeo hotel was gorgeous naples is a but run down compared to some other cities in italy but the romeo hotel was a beautiful luxury hotel the staff was polite and attentive the spa was great to enjoy however i don t know if i would pay 90 euros a day for it it was included with our room and the dinner at the terrace restaurant was delicious although we didn t have a room with a water view the room was still large and spacious i would recommend this hotel ,1,September 2018,2018,September,4,92,positive,"['romeo', 'hotel', 'gorgeous', 'naples', 'run', 'compared', 'cities', 'italy', 'romeo', 'hotel', 'beautiful', 'luxury', 'hotel', 'staff', 'polite', 'attentive', 'spa', 'great', 'enjoy', 'however', 'know', 'would', 'pay', 'euros', 'day', 'included', 'room', 'dinner', 'terrace', 'restaurant', 'delicious', 'although', 'room', 'water', 'view', 'room', 'still', 'large', 'spacious', 'would', 'recommend', 'hotel']"
stay here and get fleeced ,Terrible,2018-09-01,this hotel truly lives up to the expectation of being fleeced in naples we arrived on a late night flight into naples with the intention of staying the night and leaving in the morning to go to the amalfi coast the king size room was prepaid months in advance we were told it s illegal in italy to sleep on a king size bed with your child and we must get an upgrade to a bigger room or go away this was at nearly midnight and the manager well and truly knew we had no other option but to pay the difference which turned out to be 460 euros in addition to the nearly 400 euros already paid for a one night stay if we didn t pay the full amount we d have had to leave imagine midnight in naples tired child and suitcases with nowhere to go the hotel staff didn t care at ,17,September 2018,2018,September,5,156,negative,"['hotel', 'truly', 'lives', 'expectation', 'fleeced', 'naples', 'arrived', 'late', 'night', 'flight', 'naples', 'intention', 'staying', 'night', 'leaving', 'morning', 'amalfi', 'coast', 'king', 'size', 'room', 'prepaid', 'months', 'advance', 'told', 'illegal', 'italy', 'sleep', 'king', 'size', 'bed', 'child', 'must', 'get', 'upgrade', 'bigger', 'room', 'away', 'nearly', 'midnight', 'manager', 'well', 'truly', 'knew', 'option', 'pay', 'difference', 'turned', '460', 'euros', 'addition', 'nearly', '400', 'euros', 'already', 'paid', 'one', 'night', 'stay', 'pay', 'full', 'amount', 'leave', 'imagine', 'midnight', 'naples', 'tired', 'child', 'suitcases', 'nowhere', 'hotel', 'staff', 'care']"
faded ultra modern glory,Average,2018-09-01,this is an ultra modern hotel with lots of glass stylish furnishings and esthetic fixtures but style seems to have won out over function the lighting system is so complex that it took us several minutes each night to figure out how to get all the lights turned off one evening we left the closet door open and every time one of us rolled over in bed the motion activated closet light would turn on the rooms and bathrooms are compact a polite way of saying small for a five star hotel it s getting a little rough around the edges chips on some of the furnishings snags on the curtains and housekeeping had to be called one day to change our towels and provide turn down service took 40 minutes to get the car from parking the breakfast was overpriced and the food wasn t ,23,September 2018,2018,September,4,146,positive,"['ultra', 'modern', 'hotel', 'lots', 'glass', 'stylish', 'furnishings', 'esthetic', 'fixtures', 'style', 'seems', 'function', 'lighting', 'system', 'complex', 'took', 'several', 'minutes', 'night', 'figure', 'get', 'lights', 'turned', 'one', 'evening', 'left', 'closet', 'door', 'open', 'every', 'time', 'one', 'rolled', 'bed', 'motion', 'activated', 'closet', 'light', 'would', 'turn', 'rooms', 'bathrooms', 'compact', 'polite', 'way', 'saying', 'small', 'five', 'star', 'hotel', 'getting', 'little', 'rough', 'around', 'edges', 'chips', 'furnishings', 'snags', 'curtains', 'housekeeping', 'called', 'one', 'day', 'change', 'towels', 'provide', 'turn', 'service', 'took', 'minutes', 'get', 'car', 'parking', 'breakfast', 'overpriced', 'food']"
modern,Excellent,2018-09-01,beautiful hotel for a quick change of pace while our trip was mostly historically based our stay at hotel romeo was a wonderful snap back to the modern world before heading back to the us the rooms were lovely and clean the gym and spa are wonderful amenities we unfortunately did not get to experience the complimentary breakfast as our flight was too early ,1,September 2018,2018,September,1,64,positive,"['beautiful', 'hotel', 'quick', 'change', 'pace', 'trip', 'mostly', 'historically', 'based', 'stay', 'hotel', 'romeo', 'wonderful', 'snap', 'back', 'modern', 'world', 'heading', 'back', 'rooms', 'lovely', 'clean', 'gym', 'spa', 'wonderful', 'amenities', 'unfortunately', 'get', 'experience', 'complimentary', 'breakfast', 'flight', 'early']"
nice hotel average location,Very Good,2018-08-01,my wife and i stayed for 4 days during our european holiday the hotel was quirky pleasant and loved the various chic statues etc the staff were pleasant and attentive check in was smooth and staff accompanied us to our room and explained everything including how to use the shower we had a junior suite that was spacious comfortable and well equipped the breakfast on the top level was very nice with a great outlook staff efficient and pleasant happy with the hotel but on a main drag and nothing much around had to walk 15 mins or so to the action of naples i would stay here again but was not keen on naples i will stay in sorrento next time ,29,August 2018,2018,August,4,122,positive,"['wife', 'stayed', 'days', 'european', 'holiday', 'hotel', 'quirky', 'pleasant', 'loved', 'various', 'chic', 'statues', 'etc', 'staff', 'pleasant', 'attentive', 'check', 'smooth', 'staff', 'accompanied', 'room', 'explained', 'everything', 'including', 'use', 'shower', 'junior', 'suite', 'spacious', 'comfortable', 'well', 'equipped', 'breakfast', 'top', 'level', 'nice', 'great', 'outlook', 'staff', 'efficient', 'pleasant', 'happy', 'hotel', 'main', 'drag', 'nothing', 'much', 'around', 'walk', 'mins', 'action', 'naples', 'would', 'stay', 'keen', 'naples', 'stay', 'sorrento', 'next', 'time']"
an absolute dream of a hotel ,Excellent,2018-09-01,stayed 2 nights at this amazing hotel before going on to procida from the moment i arrived it was like living a dream staff could not have been anymore wonderful spent time laying by the amazing rooftop pool with views over vesuvius and the bay of naples with a cocktail or 3 room was perfect front deluxe and lots of special little touches that were very thoughtful chocolates bottled water slippers coffee machine would love to go back soon well worth every penny ,154,September 2018,2018,September,6,83,positive,"['stayed', 'nights', 'amazing', 'hotel', 'going', 'procida', 'moment', 'arrived', 'like', 'living', 'dream', 'staff', 'could', 'anymore', 'wonderful', 'spent', 'time', 'laying', 'amazing', 'rooftop', 'pool', 'views', 'vesuvius', 'bay', 'naples', 'cocktail', 'room', 'perfect', 'front', 'deluxe', 'lots', 'special', 'little', 'touches', 'thoughtful', 'chocolates', 'bottled', 'water', 'slippers', 'coffee', 'machine', 'would', 'love', 'back', 'soon', 'well', 'worth', 'every', 'penny']"
passing through,Very Good,2018-09-01,very nice hotel although not cheap an amazing interior with both restaurants overlooking the bay of naples food was good the rooms were well furnished and quiet considering it is close to the main road near the docks it would be a good location if you are planning to catch cruise ship from here recommended ,26,September 2018,2018,September,2,55,positive,"['nice', 'hotel', 'although', 'cheap', 'amazing', 'interior', 'restaurants', 'overlooking', 'bay', 'naples', 'food', 'good', 'rooms', 'well', 'furnished', 'quiet', 'considering', 'close', 'main', 'road', 'near', 'docks', 'would', 'good', 'location', 'planning', 'catch', 'cruise', 'ship', 'recommended']"
excellent hotel,Excellent,2018-09-01,my friend and myself enjoyed a 3 night stay at this lovely hotel the twin room was excellent and a lovely view over the port looking towards versuvius the staff were very friendly and helpful breakfast was fabulous lots of choice the location was ideal for the train station and ferry to get to places such as sorrento i would recommend this hotel highly would definitely visit again ,1,September 2018,2018,September,2,68,positive,"['friend', 'enjoyed', 'night', 'stay', 'lovely', 'hotel', 'twin', 'room', 'excellent', 'lovely', 'view', 'port', 'looking', 'towards', 'versuvius', 'staff', 'friendly', 'helpful', 'breakfast', 'fabulous', 'lots', 'choice', 'location', 'ideal', 'train', 'station', 'ferry', 'get', 'places', 'sorrento', 'would', 'recommend', 'hotel', 'highly', 'would', 'definitely', 'visit']"
5 day stay,Very Good,2018-09-01,location is ideal on waterfront alibus airport shuttle stop located nearby hotel is perfect for access to ferries from molo beverollo staff are very professional and breakfast was a daily highlight both for the food and the spectacular views over the bay the rooftop pool is but a plunge pool and is not suitable for a swimmer there is only a limited number of sun loungers by the pool the only downside to our stay was that the hotel failed to rectify a faulty shower in our room after a number of requests ,62,September 2018,2018,September,3,93,negative,"['location', 'ideal', 'waterfront', 'alibus', 'airport', 'shuttle', 'stop', 'located', 'nearby', 'hotel', 'perfect', 'access', 'ferries', 'molo', 'beverollo', 'staff', 'professional', 'breakfast', 'daily', 'highlight', 'food', 'spectacular', 'views', 'bay', 'rooftop', 'pool', 'plunge', 'pool', 'suitable', 'swimmer', 'limited', 'number', 'sun', 'loungers', 'pool', 'downside', 'stay', 'hotel', 'failed', 'rectify', 'faulty', 'shower', 'room', 'number', 'requests']"
excessively priced for what you get,Poor,2018-09-01,decent hotel and good location but priced excessively high better value elsewhere probably less money spent on design in the hotel of course furthermore 1 credit card overcharged by close to 2 000 euro and a pain to get this corrected2 is access to iron ironing board really too much to ask for when paying 400 euro night when all that is needed is a quick 30 second ironing it s absurd to expect guests to pay for external service to do this,7,September 2018,2018,September,6,83,positive,"['decent', 'hotel', 'good', 'location', 'priced', 'excessively', 'high', 'better', 'value', 'elsewhere', 'probably', 'less', 'money', 'spent', 'design', 'hotel', 'course', 'furthermore', 'credit', 'card', 'overcharged', 'close', '000', 'euro', 'pain', 'get', 'corrected2', 'access', 'iron', 'ironing', 'board', 'really', 'much', 'ask', 'paying', '400', 'euro', 'night', 'needed', 'quick', 'second', 'ironing', 'absurd', 'expect', 'guests', 'pay', 'external', 'service']"
amazing hotel,Excellent,2018-08-01,we stayed in the wellness suite it was incredible we both remarked that we have never seen a hotel room like it it was absolutely stunning relaxing and so much fun the steam room in the room was awesome the spa in the hotel was amazing too so beautiful and refreshing i truly think this is the best hotel to stay in in naples ,3,August 2018,2018,August,2,64,positive,"['stayed', 'wellness', 'suite', 'incredible', 'remarked', 'never', 'seen', 'hotel', 'room', 'like', 'absolutely', 'stunning', 'relaxing', 'much', 'fun', 'steam', 'room', 'room', 'awesome', 'spa', 'hotel', 'amazing', 'beautiful', 'refreshing', 'truly', 'think', 'best', 'hotel', 'stay', 'naples']"
